"PUBID","YSAQ-007","YSAQ-009","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","KEY!ETHNICITY","KEY!RACE","CV_INCOME_GROSS_YR","CV_HH_NET_WORTH_P","CV_YTH_REL_HH_CURRENT","CV_URBAN-RURAL","CV_HGC_BIO_DAD","CV_HGC_BIO_MOM","CV_HGC_RES_DAD","CV_HGC_RES_MOM","FP_YHROUTIN","YPOL-105","YPOL-110","CVC_HIGHEST_DEGREE_EVER"
8157,7,5,1,6,1982,1,1,6294,4451,4,1,8,12,-4,12,12,1,1,0
8158,4,2,1,7,1983,1,5,510,11250,1,1,5,5,5,5,6,1,1,2
8159,-4,-4,1,3,1980,1,1,-4,-4,5,1,12,12,12,-4,-4,4,1,0
8160,-4,-4,1,1,1981,1,5,8400,7500,4,1,8,16,-4,16,-4,3,2,2
8161,7,0,1,9,1984,1,5,8400,7500,4,1,2,16,-4,16,13,4,1,2
8162,-4,-4,1,7,1981,1,5,57000,40250,1,1,16,12,16,12,-4,2,4,2
8163,-4,-4,2,9,1980,1,5,-3,1000,-3,1,-3,9,-3,-3,-4,3,1,3
8164,-4,-4,1,1,1981,1,5,19100,2250,1,1,11,12,11,12,-4,-5,-5,2
8165,7,4,1,7,1982,0,2,-3,-3,1,1,12,10,12,10,18,4,2,2
8166,7,1,1,1,1984,0,2,-3,-3,1,1,12,10,12,10,15,4,4,1
8167,-4,-4,2,11,1980,1,1,43000,43400,1,1,14,12,14,12,-4,2,4,4
8168,7,2,1,6,1984,1,5,12750,14750,4,1,18,17,-4,17,15,1,4,4
8169,7,4,1,1,1984,1,5,-4,-4,1,1,6,6,6,6,20,4,1,2
8170,-4,-4,2,5,1981,1,5,24615,-17050,4,1,15,18,-4,18,-4,1,4,7
8171,4,2,1,3,1984,1,5,8400,500,4,1,9,12,-4,12,14,1,4,2
8172,7,3,1,1,1983,1,5,9600,35800,1,1,7,6,7,6,18,2,4,2
8173,-4,-4,1,11,1980,1,5,-4,-4,5,1,14,12,14,-4,-4,-5,-5,1
8174,-4,-4,1,4,1980,1,5,4000,4750,4,1,10,12,-3,12,-4,-5,-5,1
8175,-4,-4,2,11,1981,1,5,4000,4750,4,1,10,12,-3,12,-4,4,1,0
8176,6,4,2,2,1984,1,5,33000,-3,1,1,19,12,19,12,18,2,2,2
8177,7,2,1,5,1983,1,5,52500,35975,4,1,-4,12,-4,12,16,4,2,1
8178,-4,-4,2,11,1980,1,1,30000,77500,6,1,-4,-4,14,12,-4,2,4,2
8179,-4,-4,1,12,1981,1,1,30000,77500,6,1,-4,-4,14,12,-4,1,4,2
8180,3,2,1,4,1983,1,1,30000,77500,6,1,-4,-4,14,12,10,4,-1,4
8181,-4,-4,1,11,1980,1,1,7500,-4,10,1,-3,12,-4,-4,-4,-5,-5,0
8182,-4,-4,2,8,1981,1,1,16756,25000,4,1,-3,7,-4,7,-4,1,5,0
8183,0,0,2,1,1983,1,1,-3,-3,1,1,14,14,14,14,4,4,1,4
8184,-4,-4,2,8,1980,1,1,40600,5200,1,1,16,16,16,16,-4,3,4,4
8185,3,1,2,1,1984,1,5,-3,106321,4,0,-3,12,-4,12,10,4,1,4
8186,7,4,1,11,1982,1,5,12211,61750,4,0,13,14,-4,14,19,2,4,3
8187,4,3,1,5,1982,1,5,-4,-4,1,1,12,12,12,12,16,-5,-5,1
8188,7,5,2,6,1984,1,5,12444,10202,1,1,12,12,12,12,20,3,1,1
8189,0,2,2,8,1982,1,5,40000,8250,1,1,12,12,12,12,16,2,4,2
8190,-4,-4,1,8,1981,1,5,52100,150750,1,1,16,13,16,13,-4,1,4,4
8191,7,4,1,11,1983,1,5,-3,13750,1,1,12,9,12,9,21,4,1,0
8192,1,0,1,4,1982,1,5,33000,-3,2,0,-3,12,12,12,7,2,4,2
8193,0,1,1,2,1983,1,5,33000,-3,2,0,-3,12,12,12,6,-5,-5,2
8194,-4,-4,1,4,1980,1,5,42400,174000,2,0,-3,13,13,13,-4,1,4,4
8195,6,1,2,4,1983,1,5,42400,174000,2,0,-3,13,13,13,15,4,1,2
8196,-4,-4,1,5,1981,1,5,60500,147750,1,2,12,12,12,12,-4,2,2,2
8197,5,3,1,10,1983,1,5,60500,147750,1,0,12,12,12,12,15,3,1,4
8198,7,5,1,2,1982,1,5,55000,63950,1,0,14,13,14,13,20,1,4,2
8199,0,7,1,6,1984,1,5,5700,850,4,1,12,11,-4,11,21,4,1,1
8200,0,2,1,4,1982,1,5,17000,8750,4,1,12,14,-4,14,10,2,4,3
8201,3,3,2,10,1983,1,5,17000,8750,4,1,12,14,-4,14,11,1,4,3
8202,7,4,2,3,1982,1,5,31200,1520,4,1,-4,16,-4,16,18,1,1,3
8203,0,0,2,12,1984,1,5,5000,500,4,2,11,11,-4,11,0,-5,-5,0
8204,-4,-4,2,3,1980,1,5,-4,-4,4,1,-3,15,-4,15,-4,4,4,2
8205,7,7,2,3,1983,1,5,21500,-3250,2,1,-3,11,12,11,25,4,1,4
8206,7,0,1,9,1982,1,5,7000,1500,2,1,-3,16,-3,16,15,2,1,2
8207,-4,-4,2,11,1981,1,5,-4,-4,9,1,-4,-3,-4,-4,-4,-5,-5,2
8208,-4,-4,2,7,1981,1,5,-3,3750,4,1,-3,11,-4,11,-4,2,4,1
8209,-4,-4,1,7,1981,1,5,-3,3750,4,1,-3,11,-4,11,-4,2,4,1
8210,7,7,2,9,1982,1,5,-3,3750,4,1,-3,11,-4,11,22,2,4,4
8211,5,2,2,12,1983,1,5,-3,3750,4,1,-3,11,-4,11,15,2,2,2
8212,-4,-4,2,6,1981,1,5,-3,800,4,2,12,14,-4,14,-4,-5,-5,0
8213,0,0,1,2,1982,1,5,34000,55250,4,1,-4,16,-4,16,5,1,4,4
8214,-4,-4,1,10,1981,1,5,-3,-3,1,1,14,14,14,14,-4,1,4,5
8215,6,5,2,7,1983,0,2,27000,63000,4,1,14,18,-4,18,25,2,4,5
8216,-4,-4,1,11,1981,0,2,-4,-4,8,1,-3,12,-4,-4,-4,3,4,0
8217,6,1,2,11,1982,0,2,-4,-4,8,1,-3,12,-4,-4,17,2,1,1
8218,6,1,2,1,1984,0,2,-4,-4,8,1,-3,12,-4,-4,16,1,4,2
8219,7,3,2,6,1984,0,2,11000,7210,4,1,12,13,-4,13,20,4,1,1
8220,1,1,1,8,1984,0,2,-3,-3,4,1,12,15,-4,15,5,-5,-5,2
8221,7,4,1,10,1983,0,2,17500,33750,4,1,-4,14,-4,14,17,2,5,2
8222,7,7,1,7,1983,0,2,17000,24500,1,1,11,12,11,12,28,-5,-5,2
8223,-4,-4,1,7,1981,1,5,-3,-3,1,1,14,14,14,14,-4,4,1,2
8224,-4,-4,1,1,1980,1,5,-3,7500,2,1,-4,12,12,12,-4,4,2,2
8225,1,1,2,11,1983,1,5,55000,135500,1,1,12,12,12,12,9,3,4,5
8226,7,1,2,11,1982,0,2,20500,-3,8,1,-4,-4,-4,-4,16,3,4,4
8227,4,6,1,11,1983,0,2,-3,-3,1,1,-3,11,-3,11,17,4,4,2
8228,-4,-4,1,5,1980,0,2,-3,-3,4,1,-4,11,-4,11,-4,-5,-5,1
8229,3,4,1,3,1982,0,2,-3,-3,4,1,-4,11,-4,11,12,3,1,2
8230,-4,-4,2,1,1980,1,1,-4,-4,4,1,-4,10,-4,10,-4,3,5,2
8231,7,5,1,8,1982,1,1,-4,-4,4,1,-3,9,-4,9,20,2,5,0
8232,-4,-4,2,11,1981,0,2,-3,-3,2,1,-4,15,12,15,-4,1,4,4
8233,-4,-4,2,6,1981,1,1,-4,-4,8,1,12,12,-4,-4,-4,1,4,-3
8234,5,2,1,8,1982,1,1,-4,-4,8,1,12,12,-4,-4,13,-5,-5,0
8235,1,0,2,5,1984,1,1,-4,-4,8,1,12,12,-4,-4,7,3,4,2
8236,-4,-4,1,7,1980,0,2,-4,-4,4,1,-3,-3,-4,-3,-4,1,1,2
8237,7,4,2,11,1982,0,2,-4,-4,4,1,-3,-3,-4,-3,20,2,1,2
8238,5,3,1,7,1982,0,2,-3,-3,1,1,18,14,18,14,21,2,4,2
8239,4,-2,2,3,1983,1,5,-3,-3,1,1,14,12,14,12,4,-5,-5,2
8240,-4,-4,2,7,1980,0,2,-4,-4,1,1,12,12,12,12,-4,2,3,2
8241,-4,-4,1,8,1980,1,2,23400,16850,4,1,13,12,-4,12,-4,4,4,2
8242,-4,-4,2,8,1981,1,2,23400,16850,4,1,13,12,-4,12,-4,2,4,1
8243,4,5,1,11,1983,0,2,-3,5250,4,1,11,12,-4,12,18,4,1,3
8244,5,1,2,8,1982,0,2,42500,40500,2,1,-4,12,9,12,10,2,4,3
8245,-4,-4,2,5,1980,0,2,7400,48850,4,1,14,12,-4,12,-4,2,4,2
8246,2,2,1,8,1982,0,2,7400,48850,4,1,14,12,-4,12,8,4,2,1
8247,-4,-4,1,12,1980,0,2,-3,-3,4,1,-4,11,-4,11,-4,3,2,0
8248,2,0,2,5,1983,1,5,40000,36200,1,1,12,9,12,9,10,3,4,5
8249,-4,-4,2,2,1981,0,2,37750,55970,1,1,12,12,12,12,-4,2,4,2
8250,5,1,1,6,1984,0,2,37750,55970,1,1,12,12,12,12,10,1,4,3
8251,7,6,2,3,1983,0,2,21728,63740,1,1,12,11,12,11,22,1,4,2
8252,3,4,1,9,1984,0,2,21728,63740,1,1,12,11,12,11,12,2,2,2
8253,7,2,1,6,1984,0,2,27010,17600,4,1,12,13,-4,13,16,3,1,2
8254,-4,-4,2,9,1981,0,2,29600,10900,8,1,12,14,-4,-4,-4,2,4,2
8255,-4,-4,2,8,1981,0,2,67500,25000,8,1,-4,12,-4,-4,-4,3,1,5
8256,7,2,2,7,1982,0,2,-3,-3,4,1,-3,12,-4,12,18,1,2,4
8257,-4,-4,2,11,1981,0,2,-3,2000,9,1,-3,-3,-4,-4,-4,4,1,2
8258,5,1,2,9,1984,0,2,87750,-102355,1,1,16,17,16,17,20,2,4,4
8259,0,0,2,8,1983,0,2,21300,54500,4,1,12,12,-4,12,6,2,4,5
8260,7,0,1,12,1984,0,2,21300,54500,4,1,12,12,-4,12,15,3,4,2
8261,-4,-4,1,7,1981,0,2,41983,68100,4,1,10,12,-4,12,-4,2,4,4
8262,-4,-4,1,12,1980,0,2,17000,35600,1,0,12,12,12,12,-4,4,4,2
8263,-4,-4,1,2,1980,0,2,5998,3750,4,0,12,8,-4,8,-4,3,2,1
8264,-4,-4,2,7,1980,0,2,-3,-3,1,0,12,12,12,12,-4,2,4,1
8265,-4,-4,2,1,1981,0,2,-4,-4,4,1,12,11,-4,11,-4,4,1,1
8266,-4,-4,1,8,1980,0,2,18700,420,4,1,12,9,-4,9,-4,2,2,3
8267,-4,-4,1,12,1981,0,2,-3,420,4,1,12,9,-4,9,-4,-5,-5,0
8268,-4,-4,1,1,1981,0,2,-3,-3,4,1,-3,12,-4,12,-4,4,2,0
8269,-4,-4,1,12,1981,0,2,-3,-3,4,1,-3,12,-4,12,-4,1,5,0
8270,5,2,1,2,1983,0,2,-3,-3,4,1,-3,12,-4,12,11,2,5,1
8271,1,0,2,10,1983,0,2,-3,-3,4,1,-3,12,-4,12,1,1,2,2
8272,5,3,2,8,1984,0,2,-3,-3,4,1,12,12,-4,12,13,4,5,0
8273,6,2,2,4,1984,0,2,-4,-4,4,1,14,10,-4,10,15,3,4,3
8274,7,5,1,11,1983,0,2,1750,1750,4,1,-3,12,-4,12,21,4,5,1
8275,-4,-4,1,1,1981,0,2,18500,20050,4,1,-3,11,-4,11,-4,1,4,2
8276,7,6,2,7,1984,0,2,18500,20050,4,1,-3,11,-4,11,23,4,4,2
8277,-4,-4,2,7,1980,0,2,37800,9050,4,1,11,10,-4,10,-4,3,1,0
8278,-4,-4,1,10,1981,0,2,-3,37500,4,1,-3,12,-4,12,-4,1,2,2
8279,7,7,1,4,1984,0,2,-3,9250,8,2,12,9,-4,-4,19,-5,-5,1
8280,-4,-4,1,9,1981,0,2,38750,-3,2,1,-4,14,12,14,-4,1,4,4
8281,3,7,2,4,1984,0,2,-3,-3,9,1,-4,-3,-4,-4,24,3,4,1
8282,-4,-4,1,1,1980,0,2,52450,52100,1,1,12,12,12,12,-4,3,4,2
8283,-4,-4,2,8,1981,0,2,61144,14700,4,1,16,12,-4,12,-4,-5,-5,2
8284,6,2,1,1,1983,0,2,-3,-3,4,1,12,16,-4,16,16,2,4,5
8285,7,4,1,7,1984,0,2,-3,-3,4,1,12,16,-4,16,19,2,4,4
8286,-4,-4,2,5,1981,0,2,82250,80750,1,1,8,12,8,12,-4,2,4,5
8287,-4,-4,1,3,1981,0,2,57000,53800,3,1,12,12,12,16,-4,2,3,2
8288,1,1,2,3,1982,0,2,-3,-3250,4,1,14,16,-4,16,8,2,4,5
8289,0,0,2,1,1983,0,2,-3,-3250,4,1,14,16,-4,16,6,2,1,4
8290,-4,-4,2,1,1981,0,2,17000,10750,5,1,10,14,10,-4,-4,4,2,2
8291,7,3,1,12,1982,0,2,1916,3750,4,1,-3,9,-4,9,18,4,4,0
8292,7,0,2,3,1982,0,2,0,-3,9,1,11,9,-4,-4,14,1,1,1
8293,7,7,2,4,1984,0,2,-3,-3,2,1,12,12,12,12,22,2,1,2
8294,6,7,1,5,1983,0,2,-4,-4,4,1,12,12,-4,12,21,-5,-5,1
8295,-4,-4,1,11,1980,0,2,14000,3750,4,1,12,12,-4,12,-4,4,4,1
8296,-4,-4,2,11,1980,0,2,-4,-4,5,1,16,16,16,-4,-4,3,4,3
8297,7,0,2,5,1982,0,2,10550,1750,4,1,10,10,-4,10,15,3,4,2
8298,7,3,1,2,1984,0,2,10550,1750,4,1,10,10,-4,10,18,4,4,2
8299,7,0,2,1,1982,0,2,-3,51401,4,1,-3,12,-4,12,14,4,4,2
8300,-4,-4,2,2,1983,0,2,-3,-4,7,1,-3,10,-4,12,-4,3,4,2
8301,-4,-4,2,11,1983,0,2,-3,-4,7,1,-4,-4,-4,12,-4,4,1,0
8302,-4,-4,1,6,1981,0,2,-4,-4,1,1,14,17,14,17,-4,1,4,7
8303,-4,-4,2,5,1980,0,2,-3,-4,2,1,-4,12,14,12,-4,2,4,1
8304,-4,-4,2,3,1980,0,2,-4,-4,3,1,14,-3,14,12,-4,1,4,3
8305,7,3,1,8,1983,0,2,-4,-4,2,1,-4,12,14,12,19,1,4,1
8306,6,6,1,3,1982,1,1,77000,-3,1,1,13,10,13,10,19,3,4,1
8307,-4,-4,2,5,1981,0,2,-3,-3,4,1,-4,12,-4,12,-4,4,4,2
8308,-4,-4,2,9,1980,0,2,16000,17000,1,1,12,12,12,12,-4,-5,-5,2
8309,-4,-4,2,3,1980,0,2,10680,7500,4,1,12,12,-4,12,-4,1,3,0
8310,-4,-4,1,9,1980,0,2,17200,8000,4,1,-4,-3,-4,-3,-4,3,4,1
8312,-4,-4,1,5,1980,0,2,26000,19600,4,1,12,12,-4,12,-4,4,4,2
8313,-4,-4,1,5,1980,0,2,26000,19600,4,1,12,12,-4,12,-4,3,4,4
8314,-1,7,2,6,1983,0,2,45010,49715,2,1,-3,13,12,13,16,2,4,4
8315,-4,-4,2,12,1980,0,2,61200,123101,1,1,12,13,12,13,-4,4,4,4
8316,-4,-4,1,10,1981,0,2,38000,52500,7,1,-4,-4,16,16,-4,-5,-5,1
8317,7,5,1,4,1984,0,2,38000,52500,7,1,-4,-4,16,16,26,2,1,2
8318,-4,-4,2,2,1980,0,2,-3,-4,7,1,-4,-4,-4,15,-4,-5,-5,1
8319,-4,-4,2,1,1982,0,2,10000,-4,7,1,-4,-3,-4,15,-4,2,4,0
8320,7,3,2,5,1984,0,2,-3,-3,2,1,-4,14,14,14,17,-5,-5,2
8321,4,2,1,11,1983,0,2,7000,45000,1,1,12,14,12,14,14,1,4,2
8322,-4,-4,1,1,1980,0,2,16225,750,2,1,-3,14,12,14,-4,-5,-5,0
8323,-4,-4,2,1,1980,0,2,-3,199200,1,0,14,16,14,16,-4,2,4,2
8324,7,2,1,8,1984,0,2,26000,-3,1,1,13,14,13,14,18,1,1,3
8325,-4,-4,2,7,1980,0,2,-4,-4,4,1,12,13,-4,13,-4,3,2,2
8326,6,4,1,4,1983,0,2,54402,52500,1,1,13,12,13,12,17,2,4,2
8327,-4,-4,2,7,1981,0,2,47600,57050,1,1,8,13,8,13,-4,3,4,3
8328,-4,-4,1,8,1981,0,2,5596,750,4,1,12,12,-4,12,-4,3,5,0
8329,7,2,2,7,1982,0,2,10164,-685,8,1,12,12,-4,-4,17,2,1,3
8330,3,2,1,6,1983,1,3,0,13500,8,0,-3,13,-4,-4,12,3,1,2
8331,4,1,2,1,1982,1,1,30022,74500,3,1,14,16,14,18,11,-5,-5,2
8332,2,0,1,6,1982,0,2,40000,5300,1,1,12,12,12,12,8,1,4,2
8333,-4,-4,1,4,1981,1,1,-3,-3,1,1,12,12,12,12,-4,3,2,0
8334,-4,-4,2,11,1981,0,2,41840,10750,2,1,12,12,14,12,-4,3,4,4
8335,0,2,2,3,1984,0,2,41840,10750,2,1,12,12,14,12,7,2,2,5
8336,6,0,2,3,1984,0,2,41840,10750,2,1,12,12,14,12,11,2,4,4
8337,-4,-4,2,11,1981,0,2,-3,21750,4,1,12,12,-4,12,-4,2,4,2
8338,-4,-4,1,10,1981,0,2,43500,35750,2,1,12,14,12,14,-4,2,4,2
8339,2,0,1,7,1982,0,2,43500,35750,2,1,12,14,12,14,8,1,4,2
8340,-4,-4,1,9,1981,0,2,-3,-3,4,0,-4,12,-4,12,-4,-5,-5,1
8341,0,0,2,10,1984,0,2,-3,-3,1,1,12,12,12,12,0,4,1,3
8342,7,7,2,10,1984,0,2,31000,34250,1,1,12,12,12,12,28,2,4,2
8343,7,7,2,10,1983,0,2,31000,34250,1,1,12,12,12,12,28,1,1,2
8344,-4,-4,1,9,1981,0,2,25500,127750,4,1,14,12,-4,12,-4,2,3,2
8345,-4,-4,2,1,1980,0,2,-3,-3,5,1,14,14,14,-4,-4,3,4,4
8346,-4,-4,1,7,1980,0,2,26000,-1250,4,1,-4,12,-4,12,-4,1,4,2
8347,-4,-4,1,11,1980,0,2,35000,36250,4,1,12,15,-4,15,-4,1,1,1
8348,7,7,1,10,1983,0,2,16250,400,4,1,6,12,-4,12,23,4,3,1
8349,5,1,1,4,1982,0,2,105000,67425,1,1,14,14,14,14,13,2,2,2
8350,-4,-4,1,7,1980,1,5,7000,119800,10,1,-4,-3,-4,12,-4,2,4,1
8351,5,2,2,3,1982,1,5,-3,-4,2,1,-4,12,-3,12,13,2,2,1
8352,5,0,1,11,1982,0,2,12800,-1250,4,1,-4,12,-4,12,14,-5,-5,1
8353,7,7,1,11,1984,0,2,46100,9250,2,1,-3,12,12,12,23,2,4,2
8354,-4,-4,1,12,1981,0,2,-3,-3500,2,1,-4,12,11,12,-4,2,4,4
8355,5,2,1,8,1982,0,2,-3,-3500,3,1,11,-4,11,12,15,1,2,2
8356,5,4,2,1,1982,0,2,-3,-15900,4,1,12,12,-4,12,17,4,1,2
8357,3,0,2,3,1983,0,2,-3,-15900,4,1,12,12,-4,12,12,3,1,2
8358,5,2,2,4,1984,0,2,8300,1300,4,1,-3,12,-4,12,19,3,1,2
8359,-4,-4,1,3,1981,1,5,12580,-3500,4,1,6,8,-4,8,-4,-5,-5,1
8360,7,0,1,6,1982,1,5,12580,-3500,4,1,6,8,-4,8,15,-5,-5,0
8361,3,0,1,10,1983,1,5,12580,-3500,4,1,6,8,-4,8,10,-5,-5,1
8362,0,0,2,12,1982,0,2,-4,-4,4,1,-3,12,-4,12,1,4,1,2
8363,0,0,2,8,1982,1,5,37500,6750,1,1,4,9,4,9,7,2,1,2
8364,5,6,2,2,1984,1,5,17500,4250,1,1,-3,-3,-3,-3,19,-5,-5,0
8365,7,3,2,10,1982,0,2,78000,80500,2,1,13,14,16,14,21,3,2,2
8366,7,0,2,3,1982,0,2,-3,-3,6,1,-3,-3,16,12,15,4,1,0
8367,-4,-4,2,3,1980,1,1,-3,-4,10,1,7,-3,-4,-4,-4,4,2,1
8368,6,5,2,12,1982,1,5,7811,20400,4,1,-3,10,-4,10,22,2,1,0
8369,0,0,2,10,1984,1,5,7811,20400,4,1,-3,10,-4,10,0,4,2,2
8370,1,3,2,9,1983,0,2,15000,-3,1,1,12,11,12,11,11,3,4,1
8371,7,2,1,7,1983,0,2,37500,-3,4,1,12,12,-4,12,16,-5,-5,0
8372,7,2,2,10,1984,0,2,37500,-3,4,1,12,12,-4,12,18,2,1,0
8373,-4,-4,2,11,1980,0,2,39000,22130,2,1,-4,11,12,11,-4,1,1,1
8374,7,4,2,10,1984,1,5,-3,-3,2,1,10,10,11,10,20,1,4,1
8375,5,7,1,10,1983,1,5,300,7500,4,1,12,4,-4,4,12,-5,-5,0
8376,-4,-4,1,9,1981,1,5,28250,43250,4,1,15,12,-4,12,-4,3,1,2
8377,7,6,2,8,1984,0,2,13000,18000,4,1,-3,12,-4,12,21,4,1,1
8378,4,3,2,10,1982,1,5,6132,1750,4,1,-3,5,-4,5,16,2,4,0
8379,0,1,1,9,1982,1,1,-3,9150,4,1,12,14,-4,14,8,-5,-5,1
8380,-4,-4,1,12,1980,0,2,2500,7700,1,1,16,12,16,12,-4,4,1,2
8381,-2,-2,1,1,1984,0,2,-3,-3,4,1,-4,13,-4,13,-4,-5,-5,1
8382,7,1,2,3,1982,1,2,1418,1750,2,1,11,10,11,10,15,2,4,1
8383,-4,-4,1,7,1980,0,2,-3,-3,2,1,-3,-3,-3,-3,-4,1,1,3
8384,7,7,1,8,1983,0,2,15658,18295,4,1,11,12,-4,12,21,2,2,1
8385,-4,-4,2,6,1981,0,2,10584,-3,8,1,12,9,-4,-4,-4,3,4,2
8386,4,3,2,4,1983,0,2,47281,27435,4,1,12,15,-4,15,15,4,2,4
8387,5,0,1,8,1984,0,2,-3,7500,4,1,-3,9,-4,9,10,4,1,2
8388,7,0,1,2,1982,0,2,-4,-4,1,1,11,12,11,12,21,1,4,2
8389,7,4,1,5,1984,0,2,-4,-4,1,1,11,12,11,12,19,1,1,2
8390,7,2,2,11,1983,0,2,12900,25500,4,1,-3,15,-4,15,18,3,2,4
8391,0,3,2,12,1982,0,2,29900,18450,4,1,12,12,-4,12,14,2,1,4
8392,-4,-4,2,3,1980,0,2,1908,1250,4,1,12,7,-4,7,-4,4,1,2
8393,7,1,2,7,1983,0,2,18300,14600,9,1,-3,-3,-4,-4,14,3,1,4
8394,7,2,2,6,1984,0,2,18300,14600,9,1,-3,-3,-4,-4,16,1,4,2
8395,6,7,1,4,1984,0,2,44500,67750,4,1,-3,16,-4,16,25,2,4,5
8396,7,7,2,3,1983,0,2,8160,1250,4,1,-4,8,-4,8,27,1,1,4
8397,7,7,2,5,1984,0,2,8160,1250,4,1,-4,8,-4,8,26,1,3,2
8398,7,0,1,12,1984,0,2,8160,1250,4,1,-4,8,-4,8,14,3,2,2
8399,0,2,1,9,1982,0,2,62450,116000,1,1,14,12,14,12,12,-5,-5,2
8401,3,3,2,3,1984,0,2,9140,13599,6,1,-3,-3,-4,12,15,2,1,2
8402,-4,-4,2,10,1980,0,2,29200,19500,3,1,12,12,12,12,-4,2,4,3
8403,5,3,2,11,1983,0,2,-4,-4,4,1,-3,12,-4,12,18,1,4,2
8404,7,5,1,12,1983,1,5,38738,2500,1,1,8,8,8,8,19,-5,-5,0
8405,-3,-3,2,9,1983,0,2,15156,7500,4,2,-3,11,-4,11,-4,3,4,1
8406,-4,-4,2,10,1981,0,2,5539,3526,4,2,-3,15,-4,15,-4,2,4,3
8407,7,0,1,4,1984,0,2,400,1448,4,1,12,12,-4,12,12,-5,-5,0
8408,-4,-4,2,6,1980,0,2,2500,3750,4,1,12,10,-4,10,-4,3,2,1
8409,-4,-4,1,7,1981,0,2,2500,3750,4,1,12,10,-4,10,-4,-5,-5,1
8410,-4,-4,1,10,1981,0,2,29000,1750,8,1,8,7,-4,-4,-4,4,2,3
8411,7,7,2,12,1984,0,2,180,16000,8,1,7,-3,-4,-4,25,4,2,2
8412,0,3,1,8,1982,0,2,-3,4750,1,1,10,10,10,10,11,4,1,2
8413,-4,-4,2,12,1980,0,2,-3,64000,3,1,16,-3,16,14,-4,2,2,4
8414,7,4,2,2,1982,0,2,32000,30350,2,0,12,12,11,12,23,2,4,3
8415,-4,-4,2,12,1980,0,2,31000,118801,1,0,12,12,12,12,-4,4,4,3
8416,7,4,1,7,1983,0,2,31000,118801,1,0,12,12,12,12,20,3,2,4
8417,-4,-4,1,9,1980,0,2,1180,3750,4,0,-3,6,-4,6,-4,2,3,1
8418,-4,-4,2,4,1980,0,2,43500,30250,2,0,12,12,12,12,-4,2,4,4
8419,3,4,1,5,1984,0,2,-3,-1700,2,0,12,12,-3,12,10,-5,-5,2
8420,7,5,1,6,1983,0,2,-4,-4,1,0,12,12,12,12,20,1,4,2
8421,-4,-4,1,11,1980,0,2,32400,6500,4,0,10,12,-4,12,-4,1,1,0
8422,2,1,2,1,1982,0,2,32400,6500,4,0,10,12,-4,12,12,4,4,2
8423,7,5,1,12,1983,0,2,32400,6500,4,0,10,12,-4,12,19,3,5,2
8424,-4,-4,2,2,1981,0,2,-3,9500,4,0,-4,12,-4,12,-4,1,4,2
8425,-4,-4,1,9,1981,0,2,-3,-3,4,0,-3,9,-4,9,-4,3,1,0
8426,4,2,1,5,1982,0,2,-3,-1000,2,0,-4,12,-3,12,14,-5,-5,1
8427,0,0,2,11,1984,0,2,-3,-3,8,0,-3,11,-4,-4,14,2,1,0
8428,4,3,1,4,1982,0,2,13200,-1250,4,0,-3,12,-4,12,15,4,5,2
8429,7,7,1,12,1983,0,2,16500,36750,1,0,12,14,12,14,21,2,2,1
8430,-4,-4,1,1,1981,0,2,-4,-4,4,0,-3,10,-4,10,-4,4,1,2
8431,5,3,2,5,1982,0,2,-4,-4,4,0,-3,10,-4,10,8,1,1,2
8432,7,2,1,1,1982,0,2,35050,61050,5,0,15,13,15,-4,16,2,4,1
8433,4,0,1,4,1983,0,2,35050,61050,5,0,15,13,15,-4,11,3,2,4
8434,7,1,1,9,1983,0,2,-3,24300,1,0,12,12,12,12,15,3,2,1
8435,0,0,2,9,1983,0,2,18000,21550,4,0,12,9,-4,9,7,3,4,2
8436,3,3,1,2,1982,0,2,-3,10300,1,0,11,12,11,12,8,-5,-5,1
8437,7,3,1,6,1983,0,2,-3,10300,1,0,11,12,11,12,20,2,1,1
8438,-4,-4,2,6,1980,0,2,-3,104750,2,0,12,13,14,13,-4,2,4,5
8439,-4,-4,2,9,1981,0,2,41270,30700,1,1,12,13,12,13,-4,2,4,5
8440,-4,-4,2,2,1980,0,2,44400,22400,4,1,12,11,-4,11,-4,2,4,4
8441,-4,-4,1,8,1981,0,2,37500,40800,4,1,-3,12,-4,12,-4,4,1,1
8442,-4,-4,1,12,1981,0,2,6100,39450,4,0,-3,6,-4,6,-4,1,4,2
8443,7,0,1,3,1984,0,2,6100,39450,8,0,12,12,-4,-4,15,1,4,2
8444,7,1,2,12,1984,0,2,-3,-3,1,0,12,12,12,12,12,2,4,4
8445,-4,-4,1,4,1981,0,2,-4,-4,4,0,12,12,-4,12,-4,3,4,2
8446,-4,-4,1,11,1981,0,2,51025,-3,1,0,12,12,12,12,-4,1,4,5
8447,7,1,1,11,1982,0,2,24000,104251,4,1,12,14,-4,14,21,1,4,4
8448,-4,-4,1,9,1980,0,2,-3,52750,8,1,12,11,-4,-4,-4,-5,-5,1
8449,-4,-4,1,3,1980,0,2,51800,84300,1,1,7,10,7,10,-4,4,2,0
8450,4,3,2,3,1982,0,2,55500,132001,1,1,14,16,14,16,16,3,2,5
8451,5,2,2,9,1982,0,2,62400,105000,1,1,12,13,12,13,15,2,4,5
8452,-4,-4,1,12,1980,0,2,36534,103001,1,1,12,12,12,12,-4,-5,-5,2
