"SCH_YEAR_TO_GRADE_1997","PUBID","YSCH-5000","KEY!SEX","KEY!BDATE_M","KEY!BDATE_Y","KEY!RACE","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_SAMPLE_TYPE","KEY!RACE_ETHNICITY","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_AGE(MONTHS)_INT_DATE","CV_AGE_INT_DATE","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","CV_INCOME_GROSS_YR","CV_YTH_REL_HH_CURRENT","CV_INTERVIEW_CMONTH","VERSION_R16","CVC_HGC_EVER","CVC_HIGHEST_DEGREE_EVER","CVC_HS_LEFT_DATE","CVC_HS_LEFT_HGC","CVC_HS_LEFT_HGA"
12,141,10,2,1,1980,1,209,17,-3,1,210,1,4,-5,-5,-5,-5,-5,243,20,80000,1,244,-5,-5,-5,285805,1,265,-5,-5,-5,-5,13,2,222,12,12
11,142,9,2,1,1981,1,193,16,38700,4,206,1,4,214,17,-4,2,227,228,18,-4,2,241,42500,2,255,82900,3,264,-5,-5,-5,429,12,2,234,12,12
11,143,9,1,8,1981,2,187,15,123000,1,207,1,1,207,17,-4,1,227,221,18,82500,1,241,127500,1,255,35000,10,263,25000,10,277,429,14,2,233,12,12
10,144,8,1,8,1982,2,175,14,69500,2,207,1,1,195,16,-4,2,227,207,17,-4,2,239,-4,2,253,165500,2,263,122000,2,276,429,13,2,246,12,12
8,145,6,1,4,1984,2,155,12,69500,2,207,1,1,175,14,-4,2,227,187,15,-4,2,239,-4,2,253,-4,2,263,-4,2,276,429,16,4,270,12,12
8,146,6,1,7,1984,2,152,12,47000,1,207,1,1,173,14,-4,1,228,184,15,-2,8,239,-4,1,254,-4,1,265,80000,1,276,429,12,2,270,12,12
8,147,6,2,2,1984,1,158,13,35000,1,208,1,4,178,14,-4,1,228,189,15,-4,1,239,-4,1,253,-4,1,263,74012,1,275,429,13,2,264,12,12
10,148,8,2,10,1982,2,172,14,-3,4,206,1,1,196,16,-4,4,230,208,17,-4,4,242,-3,4,256,20000,4,266,20000,4,277,429,11,1,246,11,12
9,149,7,2,4,1983,2,169,14,-3,4,209,1,1,188,15,-4,4,228,199,16,-4,4,239,-4,4,252,-4,4,263,2500,10,277,429,15,2,258,12,12
8,150,6,1,2,1984,2,159,13,-3,4,209,1,1,178,14,-4,2,228,189,15,-4,2,239,-4,2,252,-4,4,263,83000,4,275,429,14,2,270,12,12
10,151,9,2,1,1982,2,186,15,-3,9,211,1,1,203,16,-2,9,228,216,18,-4,9,241,2500,4,257,-5,-5,-5,7500,4,277,429,12,2,246,12,12
10,152,9,1,5,1982,2,182,15,-4,1,211,1,1,199,16,-4,1,228,212,17,-4,1,241,95000,1,256,-3,1,268,-5,-5,-5,429,12,2,246,12,12
11,153,10,2,2,1980,2,209,17,-3,2,211,1,1,229,19,-2,2,231,237,19,-2,4,239,3220,4,253,13542,4,263,-3,4,277,429,12,2,234,12,12
12,154,10,1,6,1980,1,200,16,142700,1,206,1,4,222,18,425586,1,228,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,2,222,12,12
-4,155,10,1,2,1980,4,207,17,-3,1,209,1,4,229,19,425586,1,231,239,19,175000,1,241,4250,10,256,285805,1,265,267940,1,276,429,16,4,210,11,11
10,156,8,1,11,1982,4,174,14,-3,1,209,1,4,195,16,-4,1,230,204,17,-4,1,239,270543,1,255,177630,1,265,175100,1,276,429,20,7,246,12,12
10,157,8,2,3,1982,1,183,15,72000,1,210,1,2,202,16,-4,1,229,213,17,-4,1,240,86000,1,253,102250,1,264,92500,1,276,429,16,4,246,12,12
8,158,6,1,12,1984,1,149,12,47000,1,209,1,2,168,13,-4,1,228,180,14,-4,1,240,-4,1,254,-4,1,265,140000,1,277,429,16,4,270,12,12
11,159,11,2,1,1980,2,209,17,21,1,210,1,2,230,19,-4,1,231,241,20,25000,1,242,26000,1,255,-3,1,263,53500,1,277,429,12,2,234,12,12
11,160,10,2,1,1981,1,197,16,5856,4,210,1,2,217,18,-4,4,230,231,19,0,4,244,-3,4,256,0,4,266,6000,10,275,429,-3,1,230,-3,12
9,161,9,1,1,1982,1,186,15,5856,4,211,1,2,205,17,-4,4,230,214,17,-4,4,239,0,4,255,75000,4,264,0,4,275,429,11,0,268,11,12
11,162,10,2,8,1981,2,200,16,40000,4,220,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,22500,10,253,20000,10,265,10000,10,279,429,18,4,234,12,12
9,163,8,1,2,1983,2,182,15,40000,4,220,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,10,253,-5,-5,-5,-3,10,279,429,12,2,260,12,12
11,164,9,2,7,1981,1,190,15,49000,1,209,1,4,209,17,-4,1,228,223,18,-4,1,242,-3,1,252,63000,1,263,90000,1,278,429,13,2,270,12,12
12,165,11,1,4,1980,1,208,17,-4,1,212,1,4,225,18,0,1,229,236,19,-2,1,240,82500,1,253,91000,1,269,77000,1,278,429,16,4,222,12,12
10,166,9,2,9,1982,1,179,14,-4,1,212,1,4,196,16,-4,1,229,208,17,-4,1,241,-4,1,253,68500,1,267,78000,1,277,429,17,4,246,12,12
6,167,4,1,11,1984,1,149,12,87000,1,208,1,2,171,14,-4,1,230,181,15,-4,4,240,-4,4,254,-4,5,264,-4,5,277,429,12,2,282,12,12
10,168,9,1,1,1981,1,198,16,-3,1,211,1,2,215,17,-4,1,228,226,18,-4,1,239,-3,1,253,95000,4,268,-3,4,277,-5,12,2,246,12,12
9,169,7,2,1,1983,1,171,14,30000,1,208,1,4,193,16,-4,1,230,202,16,-4,1,239,-4,1,255,-4,1,265,19500,1,277,429,11,1,266,11,12
8,170,6,2,8,1984,1,152,12,30000,1,208,1,4,174,14,-4,1,230,183,15,-4,1,239,-4,1,255,-4,1,265,10000,1,277,429,16,4,270,12,12
8,171,6,2,7,1984,1,151,12,54000,1,206,1,2,174,14,-4,1,229,184,15,-4,1,239,-4,1,252,-4,1,263,64500,1,276,429,15,2,270,12,12
9,172,7,1,7,1983,1,165,13,119750,1,208,1,4,187,15,-4,1,230,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,0,-4,-4,-4
12,173,10,2,6,1980,1,203,16,104500,1,209,1,4,226,18,-2,1,232,-5,-5,-5,-5,-5,-5,-5,-5,-3,1,268,-5,-5,-5,-5,13,2,222,12,12
9,174,7,1,4,1983,1,169,14,104500,1,209,1,4,191,15,-4,1,231,204,17,-4,1,244,-5,-5,-5,-4,1,268,-5,-5,-5,-5,12,2,258,12,12
11,175,9,2,10,1981,1,186,15,-3,1,208,1,4,208,17,-4,1,230,219,18,291681,1,241,92910,1,254,100700,1,264,94700,1,277,-5,17,4,234,12,12
10,176,8,1,9,1982,1,176,14,-3,1,209,1,4,194,16,-4,1,227,207,17,-4,1,240,-3,1,253,285805,1,265,-3,1,275,429,17,4,246,12,12
11,177,9,2,11,1980,1,197,16,52425,1,208,1,4,216,17,-4,1,227,229,19,-2,1,240,-3,1,252,-3,1,265,-3,1,277,429,18,5,234,12,12
12,178,10,2,3,1980,1,206,17,-3,1,209,1,4,-5,-5,-5,-5,-5,239,19,-2,10,242,-5,-5,-5,-5,-5,-5,-5,-5,-5,429,20,5,222,12,12
10,179,8,2,9,1981,1,188,15,-3,1,209,1,4,209,17,-4,1,230,220,18,-4,1,241,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,0,-4,-4,-4
8,180,6,1,9,1983,1,164,13,-3,1,209,1,4,185,15,-4,1,230,196,16,-4,1,241,-5,-5,-5,-5,-5,-5,-5,-5,-5,429,16,4,270,10,10
9,181,7,2,11,1982,1,172,14,111750,1,207,1,4,195,16,-4,1,230,205,17,-4,1,240,-4,1,251,-3,1,265,155000,1,277,429,20,5,258,12,12
8,182,6,2,5,1984,1,154,12,111750,1,207,1,4,177,14,-4,1,230,187,15,-4,1,240,-4,1,251,-4,1,265,155000,1,277,429,16,4,270,12,12
11,183,9,2,12,1980,1,196,16,138750,1,208,1,4,218,18,-4,1,230,228,18,-2,1,240,-3,1,253,-3,1,265,153000,1,278,429,16,4,234,12,12
8,184,6,1,12,1984,1,146,12,60000,1,206,1,4,169,14,-4,1,229,181,15,-4,1,241,-4,1,254,-4,1,263,115000,1,277,-5,12,2,270,12,12
11,185,9,1,6,1981,2,191,15,92500,2,209,1,1,209,17,-4,2,227,221,18,-2,2,239,-3,2,252,-3,2,264,20000,10,279,429,12,2,234,12,12
9,186,8,2,7,1983,1,176,14,-4,1,219,1,4,184,15,-4,1,227,196,16,-4,1,239,-4,1,257,-4,1,265,2500,1,276,-5,12,2,258,12,12
9,187,7,1,9,1983,1,161,13,75500,1,206,1,2,182,15,-4,1,227,194,16,-4,1,239,-4,1,253,120801,1,265,37500,10,276,429,17,4,258,12,12
11,188,9,2,10,1980,1,200,16,26000,4,210,1,4,218,18,-4,4,228,230,19,32020,4,240,-5,-5,-5,-5,-5,-5,-5,-5,-5,429,16,3,234,12,12
8,189,7,2,8,1984,1,155,12,-4,4,211,1,4,175,14,-4,4,231,187,15,-4,4,243,-4,4,254,-4,4,266,-3,4,278,-5,12,2,270,12,12
9,190,7,1,10,1983,1,162,13,-3,4,208,1,4,181,15,-4,4,227,197,16,-2,4,243,-3,4,253,-3,4,263,-3,4,276,429,9,1,242,9,10
10,191,8,1,2,1982,1,180,15,80500,6,206,1,4,201,16,-4,6,227,213,17,-4,6,239,-5,-5,-5,285805,6,265,-3,6,278,429,12,2,246,12,12
10,192,8,2,3,1982,2,184,15,3070,4,211,1,2,200,16,-4,4,227,212,17,-4,4,239,7500,4,253,-3,4,263,-3,4,278,429,12,2,246,12,12
11,193,9,2,2,1981,2,192,15,35820,4,206,1,1,213,17,-4,4,227,-5,-5,-5,-5,-5,37500,4,255,55000,10,267,62000,4,276,429,12,2,234,12,12
12,194,10,2,10,1980,2,197,16,43000,9,207,1,2,220,18,-2,10,230,228,19,24000,10,238,17000,10,255,-5,-5,-5,7500,10,278,429,13,2,222,12,12
10,195,8,1,1,1983,2,172,14,40100,4,209,1,1,191,15,-4,4,228,203,16,-4,4,240,-3,4,252,-4,4,267,55000,4,276,429,13,2,246,12,12
8,196,7,1,4,1984,5,155,12,-3,1,207,1,2,179,14,-4,1,231,-5,-5,-5,-5,-5,-4,1,257,-4,1,265,-4,1,276,-5,12,2,270,12,12
-4,197,8,2,12,1981,1,185,15,-3,1,209,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,429,20,5,246,-3,-3
12,198,10,2,7,1980,1,200,16,-4,8,207,1,4,221,18,-2,8,228,233,19,-2,8,240,-3,10,253,82000,8,265,49000,10,277,429,12,2,222,12,12
9,199,7,1,6,1982,1,176,14,115900,1,206,1,4,197,16,-4,5,227,211,17,-4,3,241,-4,3,253,-3,10,267,130400,3,277,429,16,4,258,12,12
11,200,9,1,8,1980,1,201,16,-3,4,209,1,4,221,18,-4,4,229,231,19,291681,4,239,270543,4,253,46210,4,265,112500,4,277,429,13,2,234,12,12
9,201,7,2,12,1983,1,159,13,80300,1,207,1,4,179,14,-4,1,227,190,15,-4,1,238,-4,1,253,95500,1,264,96510,1,277,429,18,5,258,12,12
8,202,7,1,1,1982,1,182,15,-4,1,207,1,4,204,16,-4,1,229,214,17,-4,1,239,-4,1,251,6000,10,265,108000,1,275,429,11,1,252,11,12
7,203,5,2,1,1984,1,158,13,-4,1,207,1,4,180,14,-4,1,229,190,15,-4,1,239,-4,1,254,-4,1,264,-4,1,275,429,16,4,282,12,12
10,204,9,2,5,1981,1,190,15,41000,4,207,1,4,210,17,-4,4,227,222,18,-4,4,239,-3,4,251,21000,10,265,25122,10,277,429,14,2,246,12,12
8,205,7,2,11,1983,1,165,13,41000,4,212,1,4,180,14,-4,4,227,192,15,-4,4,239,-4,4,251,-4,4,263,-3,4,275,-5,-3,-3,263,-3,12
9,206,8,1,2,1982,5,193,16,17500,1,219,1,4,201,16,-4,1,227,214,17,-4,1,240,-4,1,256,65000,1,265,-3,1,277,429,18,4,258,12,12
11,207,9,2,11,1981,1,183,15,75500,1,206,1,4,206,17,-4,1,229,216,18,-2,1,239,-3,1,253,77500,1,265,130000,1,275,-5,16,4,234,12,12
8,208,6,2,3,1984,1,155,12,75500,1,206,1,4,178,14,-4,1,229,188,15,-4,1,239,-4,1,253,-4,1,264,-3,1,275,429,16,4,270,12,12
9,209,7,1,6,1983,5,167,13,36000,1,209,1,2,187,15,-4,1,229,199,16,-4,1,241,-4,1,253,50550,1,263,66500,1,275,-5,12,2,258,12,12
8,210,6,1,5,1984,5,156,12,36000,1,209,1,2,176,14,-4,1,229,188,15,-4,1,241,-4,1,253,-4,1,264,68000,1,275,-5,12,2,270,12,12
11,211,9,2,6,1980,5,202,16,-3,1,208,1,2,221,18,-4,1,227,233,19,-2,1,239,20000,1,253,20000,1,264,16000,1,278,429,17,4,234,12,12
10,212,9,1,2,1980,5,206,17,17900,1,208,1,2,229,19,40300,1,231,237,19,41400,1,239,51500,1,252,73500,1,264,67000,1,275,429,10,1,225,10,11
10,213,8,2,4,1982,5,180,15,17900,1,208,1,2,203,16,-4,1,231,211,17,-4,1,239,-4,1,251,63600,1,264,-3,1,275,429,15,3,245,12,12
10,214,8,2,11,1982,5,173,14,37400,1,208,1,2,194,16,-4,1,229,206,17,-4,1,241,-3,1,254,43000,1,264,38000,1,277,429,16,2,246,12,12
11,215,9,1,5,1981,5,191,15,-3,4,208,1,2,212,17,-4,4,229,226,18,30000,4,243,32000,4,253,30000,5,265,49000,4,276,429,16,2,234,12,12
10,216,9,2,6,1980,5,202,16,71900,1,208,1,2,224,18,12000,10,230,234,19,25000,10,240,45000,10,255,147500,1,266,89500,1,276,429,15,3,205,9,10
9,217,7,2,11,1982,5,173,14,-4,5,208,1,2,197,16,-4,1,232,-5,-5,-5,-5,-5,-4,1,257,-3,1,266,-3,10,277,429,12,2,258,12,12
9,218,7,1,9,1983,5,164,13,-4,1,209,1,2,184,15,-4,1,229,194,16,-4,4,239,-4,4,256,85000,4,267,-5,-5,-5,-5,12,2,258,12,12
10,219,8,1,3,1982,5,180,14,141400,1,207,1,3,201,16,-4,1,228,212,17,-4,1,239,93500,1,253,93700,1,264,116500,1,276,429,16,4,246,12,12
8,220,6,1,3,1984,1,156,12,48400,1,207,1,4,176,14,-4,1,227,187,15,5220,1,238,-4,1,253,-4,1,266,-4,1,277,-5,13,2,270,12,12
8,221,6,2,9,1984,1,150,12,107700,2,207,1,4,171,14,-4,2,228,184,15,-4,3,241,-4,3,255,65090,3,264,17500,3,276,429,14,3,272,12,12
11,222,9,1,1,1981,1,195,16,35000,1,208,1,2,215,17,-4,1,228,226,18,-4,1,239,51000,1,255,60600,1,263,105000,1,276,429,15,3,234,12,12
11,223,9,1,1,1981,1,195,16,35000,1,208,1,2,215,17,-4,1,228,226,18,-2,1,239,49000,1,255,68000,1,263,110000,1,276,429,15,3,234,12,12
10,224,8,2,10,1982,1,173,14,57000,5,207,1,4,195,16,-4,5,229,205,17,-4,5,239,-4,3,253,95000,3,264,-3,3,277,429,12,2,246,12,12
12,225,10,1,10,1980,1,199,16,-3,5,209,1,4,221,18,-2,10,231,230,19,-2,10,240,-3,5,252,58500,5,264,79000,5,276,429,12,2,222,12,12
11,226,9,2,3,1981,2,191,15,2500,4,206,1,1,214,17,-4,4,229,225,18,-4,4,240,-3,4,252,23000,4,264,-3,4,278,429,14,2,234,12,12
-4,227,8,2,1,1980,5,205,17,6014,6,206,1,3,231,19,-2,10,232,243,20,0,10,244,-3,10,257,-3,10,267,0,10,278,429,8,0,206,8,9
9,228,7,1,1,1984,5,157,13,-3,5,206,1,4,179,14,-4,1,228,191,15,-4,1,240,-4,1,255,40000,1,267,38000,1,278,429,16,3,258,12,12
8,229,6,2,2,1984,5,158,13,140,4,208,1,4,181,15,-4,1,231,191,15,-4,1,241,-4,1,253,-4,1,264,267940,1,277,429,16,4,270,12,12
8,230,6,1,5,1984,1,154,12,-3,1,207,1,2,177,14,-4,1,230,189,15,-4,1,242,-4,1,255,-4,1,263,105000,1,276,429,16,4,270,12,12
10,231,8,1,11,1980,5,195,16,-4,5,206,1,2,222,18,-2,10,233,230,19,0,10,241,10000,10,256,22000,10,264,162500,3,277,429,10,1,235,10,11
8,232,6,1,6,1984,5,153,12,60,4,207,1,2,177,14,-4,4,231,185,15,-4,4,239,-4,4,251,-4,4,265,200,10,280,429,16,4,270,12,12
11,233,9,1,12,1980,5,194,16,36,1,206,1,2,219,18,-4,1,231,229,19,-2,1,241,0,10,255,0,10,263,77500,1,277,429,12,2,234,12,12
8,234,6,2,8,1983,1,162,13,-4,4,206,1,2,187,15,-4,2,231,198,16,-4,2,242,-4,2,252,-4,2,264,51000,10,276,429,12,2,270,12,12
11,235,9,2,8,1981,4,188,15,4500,1,208,1,4,210,17,-4,1,230,221,18,-2,1,241,-3,1,252,78000,1,267,20,10,279,429,16,4,234,12,12
8,236,6,2,12,1984,5,148,12,35,4,208,1,2,169,14,-4,4,229,181,15,-4,4,241,-4,2,251,-4,2,264,-4,2,277,429,14,3,270,12,12
8,237,6,1,3,1983,5,169,14,-3,1,208,1,4,192,15,-4,1,231,204,17,-4,1,243,-4,1,257,-4,1,263,165600,1,276,429,16,4,270,12,12
11,238,10,2,8,1981,4,200,16,-4,4,220,1,4,209,17,-4,4,229,220,18,-2,4,240,-3,4,252,2010,10,263,0,10,277,429,16,4,234,12,12
11,239,10,1,9,1980,1,201,16,246474,1,210,1,4,221,18,-4,1,230,230,19,291681,1,239,-5,-5,-5,-3,1,265,-5,-5,-5,429,14,2,234,12,12
9,240,7,2,4,1983,1,169,14,246474,1,209,1,4,190,15,-4,1,230,200,16,-4,1,240,-4,1,252,0,1,263,-3,1,281,429,16,4,258,12,12
10,241,8,2,2,1983,1,172,14,78000,1,210,1,2,189,15,-4,1,227,203,16,-4,1,241,-4,1,252,77500,1,265,76500,1,278,429,20,5,258,12,12
8,242,6,1,6,1984,1,156,12,78000,1,210,1,2,173,14,-4,1,227,187,15,-4,1,241,-4,1,252,-4,1,265,78800,1,278,429,18,2,270,12,12
9,243,8,2,2,1983,-1,173,14,-3,1,211,1,3,189,15,-4,1,227,201,16,-4,1,239,-4,1,251,-3,1,263,-3,4,275,-5,12,2,258,12,12
9,244,7,1,3,1983,5,168,14,26000,1,207,1,2,188,15,-4,1,227,201,16,-4,1,240,-4,1,252,87010,1,265,53250,1,275,429,13,2,258,12,12
8,245,6,2,7,1984,1,155,12,-4,1,210,1,4,172,14,-4,1,227,183,15,-4,1,238,-4,1,252,-4,1,263,55000,1,275,429,20,5,270,12,12
12,246,11,1,10,1980,1,201,16,-3,5,211,1,2,218,18,75000,4,228,230,19,75000,4,240,-3,4,256,6000,4,264,7500,4,276,429,20,5,222,12,12
10,247,8,1,3,1982,1,182,15,24850,1,209,1,4,201,16,42800,1,228,212,17,-4,4,239,43000,4,251,33000,4,268,33050,4,276,429,16,4,246,12,12
9,248,7,2,9,1983,1,164,13,24850,1,209,1,4,183,15,-4,1,228,194,16,-4,4,239,-4,4,251,31500,4,264,37300,4,275,429,16,4,258,12,12
-4,249,8,1,8,1981,1,190,15,-4,2,210,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,0,-4,-4,-4
11,250,9,1,9,1981,1,188,15,94250,1,209,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2500,10,267,-3,10,280,-5,12,2,234,12,12
10,251,8,1,4,1982,5,182,15,37500,1,210,1,2,199,16,-4,1,227,211,17,-4,1,239,37505,1,254,-3,1,267,102653,1,276,429,17,4,246,12,12
8,252,6,2,7,1984,5,155,12,37500,1,210,1,2,172,14,-4,1,227,184,15,-4,1,239,-4,1,251,-4,1,266,92600,1,276,429,18,5,270,12,12
8,253,7,2,9,1984,1,154,12,-4,1,211,1,4,173,14,-4,1,230,185,15,-4,1,242,-4,1,256,-4,1,265,-4,1,277,-5,12,2,270,12,12
10,254,8,1,8,1981,1,188,15,-3,4,208,1,4,207,17,-4,4,227,219,18,-4,4,239,-3,4,252,-3,4,266,-3,4,276,429,16,2,246,12,12
9,255,7,2,7,1983,1,165,13,-3,4,208,1,4,184,15,-4,4,227,196,16,-4,4,239,-4,4,252,-5,-5,-5,-5,-5,-5,-5,11,0,-4,-4,-4
12,256,11,1,8,1980,1,204,16,43000,1,212,1,4,-5,-5,-5,-5,-5,235,19,-1,1,243,70000,5,254,-3,5,266,92500,5,278,429,12,1,234,12,12
7,257,7,1,5,1984,1,159,13,43000,1,212,1,4,177,14,95000,1,230,190,15,-2,1,243,67500,5,254,-4,5,266,46000,5,277,429,9,1,302,9,10
10,258,9,1,11,1982,1,175,14,-4,1,210,1,4,192,15,-4,5,227,203,16,-4,5,238,40000,5,253,23500,10,269,24000,10,278,429,18,4,246,12,12
10,259,9,1,12,1981,1,187,15,-3,1,211,1,4,205,17,-4,1,229,219,18,-4,1,243,-3,1,255,-3,1,265,-3,1,276,-5,16,4,246,12,12
11,260,10,1,12,1980,2,199,16,-4,4,211,1,1,215,17,-4,4,227,228,19,-2,4,240,38550,4,255,-3,4,265,42500,4,277,429,16,4,234,12,12
8,261,8,1,4,1983,2,170,14,-3,4,210,1,1,187,15,-4,4,227,198,16,-4,8,238,-4,4,251,-4,4,264,20000,4,276,429,12,2,282,12,12
10,262,10,1,9,1980,2,202,16,-4,4,211,1,1,218,18,-4,4,227,229,19,58300,4,238,-3,4,251,-3,4,267,7500,4,275,-5,11,0,252,11,12
9,263,8,1,7,1983,2,168,13,-4,4,211,1,1,184,15,-4,4,227,195,16,-4,4,238,-4,4,251,-3,4,267,-3,4,275,-5,9,1,258,9,10
9,264,8,1,7,1982,1,189,15,-4,1,220,1,4,197,16,-4,1,228,208,17,-4,1,239,-4,1,254,-3,1,264,267940,1,275,429,15,2,258,11,11
8,265,6,1,9,1983,5,161,13,19000,1,206,1,2,184,15,-4,1,229,194,16,-4,1,239,-4,1,254,37400,1,263,44000,1,275,429,13,2,270,12,12
12,266,10,2,12,1980,1,194,16,54800,2,206,1,4,217,18,-4,2,229,232,19,71100,2,244,85100,10,256,32000,10,268,43000,10,278,429,14,3,222,12,12
11,267,9,2,12,1980,1,194,16,32010,1,206,1,4,217,18,-4,1,229,227,18,-2,1,239,-3,1,253,-3,1,265,75050,1,275,429,17,5,234,12,12
9,268,7,1,12,1981,5,182,15,71100,2,206,1,2,205,17,-4,2,229,215,17,-4,2,239,-3,2,253,63000,10,265,77600,10,275,429,14,3,258,12,12
10,269,9,2,6,1981,1,188,15,82500,1,206,1,4,-5,-5,-5,-5,-5,221,18,-2,4,239,-3,4,253,0,10,264,53000,5,275,-5,13,1,226,9,10
8,270,6,2,1,1984,1,157,13,82500,1,206,1,4,181,15,-4,1,230,190,15,-2,4,239,-4,4,253,-4,4,265,80000,4,275,429,13,2,270,12,12
10,271,8,2,8,1982,1,175,14,65400,1,207,1,4,198,16,-4,1,230,207,17,-2,1,239,-3,1,253,-3,10,265,57500,10,275,429,10,0,230,10,11
8,272,7,2,9,1982,5,173,14,-3,4,206,1,2,198,16,-4,4,231,207,17,-4,8,240,-4,10,253,39400,10,263,26500,10,276,429,10,1,269,10,10
8,273,8,2,4,1983,1,172,14,-4,4,212,1,2,192,15,0,4,232,200,16,-4,2,240,-4,2,254,-4,2,265,-3,10,276,-5,14,3,270,11,12
11,274,10,2,8,1980,3,204,16,24,4,212,1,2,222,18,-4,4,230,-5,-5,-5,-5,-5,-5,-5,-5,-3,10,263,-3,10,275,-5,11,0,-3,11,12
-4,275,11,1,12,1980,3,200,16,-3,9,212,1,2,219,18,-2,1,231,228,18,15000,10,240,7500,10,254,35000,10,263,0,10,276,-5,9,0,198,9,9
9,276,8,2,1,1982,3,187,15,24,4,212,1,2,206,17,-2,9,231,215,17,55000,9,240,46000,10,254,10000,10,263,35000,10,276,429,9,0,222,9,10
8,277,6,1,2,1984,3,159,13,24,4,209,1,2,180,14,-4,4,230,190,15,-4,4,240,-5,-5,-5,10000,4,263,-4,4,275,-5,9,1,275,9,10
12,278,10,1,9,1980,1,198,16,62040,1,207,1,4,220,18,-2,1,229,230,19,-2,1,239,70250,1,251,-3,1,268,-3,1,277,429,12,2,222,12,12
11,279,9,1,4,1981,1,192,16,246474,1,208,1,4,213,17,-4,1,229,226,18,95500,1,242,-5,-5,-5,285805,1,268,-5,-5,-5,-5,18,5,234,12,12
9,280,7,1,5,1983,1,167,13,246474,1,208,1,4,188,15,-4,1,229,200,16,-4,1,241,-4,1,257,-3,1,267,124000,1,276,-5,19,5,258,12,12
7,281,5,1,12,1984,2,149,12,3750,4,209,1,1,167,13,-4,4,227,180,14,-4,4,240,-3,2,252,-4,2,263,-4,2,277,429,12,2,282,12,12
11,282,9,1,6,1980,1,203,16,-3,1,209,1,4,223,18,-4,1,229,236,19,94100,1,242,-3,1,253,-5,-5,-5,267940,10,280,429,12,2,234,12,12
8,283,6,1,5,1984,1,156,12,-3,1,209,1,4,176,14,-4,1,229,189,15,-4,1,242,-4,1,253,-4,1,263,-4,1,275,429,15,3,270,12,12
11,284,9,2,3,1981,2,194,16,-3,2,209,1,1,214,17,-4,2,229,226,18,-4,2,241,-3,10,254,0,10,265,25000,10,276,429,18,3,234,11,12
11,285,9,1,2,1981,1,195,16,-3,1,209,1,4,215,17,-4,1,229,227,18,-3,1,241,-3,1,253,-3,1,265,26000,10,279,429,12,2,234,12,12
8,286,6,2,9,1984,1,152,12,-4,1,209,1,4,173,14,-4,1,230,183,15,-4,1,240,-4,1,251,-3,1,263,-3,1,277,429,16,4,270,12,12
11,287,9,1,5,1980,1,201,16,-3,1,206,1,4,224,18,-4,1,229,234,19,94700,1,239,115000,1,251,-3,1,265,-3,4,276,429,12,2,234,12,12
8,288,6,2,10,1983,1,160,13,-3,1,206,1,4,183,15,95000,1,229,193,16,-4,1,239,-4,1,251,-4,1,265,-3,4,276,429,14,2,270,12,12
8,289,6,2,10,1984,1,148,12,-3,1,206,1,4,171,14,-4,1,229,181,15,-4,1,239,-4,1,251,-4,1,265,-4,4,277,429,13,2,270,12,12
8,290,6,2,1,1984,1,160,13,70000,1,209,1,4,180,14,-4,1,229,190,15,-1,1,239,-4,1,252,-4,1,266,7500,10,275,429,12,2,283,12,12
10,291,10,2,6,1980,1,200,16,57200,1,206,1,4,223,18,45000,1,229,233,19,53000,10,239,-3,1,252,-3,1,265,145003,1,275,429,11,2,250,11,12
8,292,6,2,9,1984,2,152,12,29400,1,209,1,1,172,14,-4,1,229,182,15,-4,1,239,-4,1,252,67000,1,265,70000,1,277,429,15,2,270,12,12
9,293,7,2,11,1983,5,163,13,72000,1,210,1,2,183,15,-4,1,230,193,16,-4,1,240,-4,1,252,88300,1,265,-3,1,277,429,16,4,258,12,12
10,294,8,1,5,1982,5,181,15,-4,1,210,1,2,202,16,-4,1,231,211,17,-4,1,240,-3,1,252,165300,1,265,160500,1,277,429,18,5,246,12,12
8,295,6,2,9,1984,-1,151,12,100500,4,208,1,2,173,14,-4,4,230,182,15,-4,2,239,-4,2,252,-4,2,264,24250,2,275,429,12,2,270,12,12
